Gender,Geographic Region,Loyalty Status,Neigborhood Cluster-55 Level,Neighborhood Cluster-7 Level,Television Region,Affluence Grade,Age,Loyalty Card Tenure,ORGANICS
F,Midlands,Silver,11.0,B,East,8,75,10,1
M,South East,Gold,1.0,A,London,8,53,4,0
M,Midlands,Silver,51.0,F,East,12,53,4,0
F,South East,Tin,9.0,B,S & S East,11,52,5,0
F,South East,Silver,25.0,C,S & S East,8,48,1,0
M,South West,Tin,19.0,C,S West,6,54,8,0
M,South East,Tin,31.0,D,London,8,37,5,0
F,Midlands,Gold,51.0,F,Wales & West,14,74,4,0
F,South East,Silver,6.0,B,S & S East,10,76,2,0
F,Midlands,Silver,33.0,D,Midlands,6,54,8,0
F,South East,Silver,19.0,C,S & S East,13,57,8,1
F,South East,Silver,12.0,B,London,8,62,8,0
F,Scottish,Tin,52.0,F,Border,9,40,6,1
F,South East,Silver,44.0,E,S & S East,6,44,9,0
F,North,Tin,32.0,D,N West,9,47,5,1
F,Scottish,Gold,13.0,B,N Scot,12,79,6,1
F,North,Gold,25.0,C,N West,9,58,7,0
M,South East,Silver,7.0,B,London,7,71,8,0
M,Midlands,Tin,32.0,D,East,13,46,7,1
F,North,Silver,12.0,B,N West,10,62,8,0
F,Midlands,Silver,38.0,E,East,5,61,4,0
M,Midlands,Silver,5.0,B,Wales & West,4,52,5,0
M,Midlands,Silver,33.0,D,Wales & West,7,46,1,0
M,South East,Silver,19.0,C,S & S East,7,26,1,0
F,North,Silver,28.0,D,N West,12,53,9,1
F,Scottish,Gold,10.0,B,C Scotland,11,59,6,0
M,North,Platinum,44.0,E,N West,10,45,3,0
F,South East,Silver,54.0,F,S & S East,6,40,9,1
M,South East,Tin,27.0,D,London,9,56,6,0
F,South East,Silver,28.0,D,London,10,51,5,0
F,Scottish,Tin,25.0,C,C Scotland,13,34,8,1
F,South East,Platinum,9.0,B,London,9,73,1,0
F,South East,Gold,1.0,A,London,8,50,1,0
F,Midlands,Gold,33.0,D,East,6,73,13,1
M,South East,Gold,14.0,B,London,6,57,1,0
F,North,Gold,37.0,E,Yorkshire,5,61,14,0
F,North,Tin,8.0,B,Yorkshire,10,58,10,1
M,South East,Gold,9.0,B,London,9,51,2,0
M,South East,Tin,35.0,D,London,8,46,8,0
M,South East,Gold,14.0,B,S & S East,9,60,1,0
M,South East,Silver,20.0,C,London,4,50,10,0
M,North,Gold,44.0,E,N West,6,48,5,0
F,South East,Platinum,21.0,C,London,15,60,12,0
M,South East,Gold,8.0,B,London,8,69,3,0
M,South West,Silver,6.0,B,S West,9,63,8,0
F,Midlands,Silver,27.193651677572046,B,Wales & West,6,45,6,0
M,Midlands,Gold,27.0,D,Wales & West,9,49,14,0
F,South East,Silver,50.0,F,S & S East,5,35,4,1
F,Scottish,Tin,29.0,D,N Scot,9,38,7,0
F,South West,Silver,18.0,C,S West,8,58,8,1
F,South East,Tin,17.0,C,London,7,53,8,0
M,Midlands,Silver,33.0,D,East,6,35,5,0
M,North,Tin,35.0,D,N West,10,53,5,0
F,South East,Gold,10.0,B,London,11,55,7,0
F,South East,Tin,40.0,E,London,11,55,5,0
F,Midlands,Tin,47.0,F,Wales & West,8,36,5,1
F,North,Gold,8.0,B,N West,4,79,2,0
F,South East,Gold,12.0,B,London,9,44,1,1
F,South East,Platinum,14.0,B,S & S East,5,52,3,0
F,Midlands,Tin,27.193651677572046,B,Ulster,8,37,6,1
F,Scottish,Tin,25.0,C,C Scotland,12,50,5,0
F,South East,Gold,4.0,A,London,7,59,6,0
F,North,Tin,2.0,A,N West,11,62,8,0
F,Midlands,Gold,27.193651677572046,A,Ulster,6,67,6,0
F,Scottish,Tin,38.0,E,C Scotland,11,36,8,0
F,North,Gold,51.0,F,Yorkshire,14,51,7,1
M,South East,Tin,28.0,D,London,12,53,5,0
F,North,Silver,37.0,E,Yorkshire,8,53,7,1
F,North,Silver,30.0,D,Yorkshire,8,70,11,0
F,Midlands,Gold,9.0,B,Midlands,8,51,7,0
F,South East,Tin,28.0,D,S & S East,8,35,5,1
F,Midlands,Tin,38.0,E,East,14,34,6,1
F,Midlands,Silver,52.0,F,East,12,50,9,0
F,Midlands,Tin,12.0,B,Midlands,8,41,5,1
M,Midlands,Platinum,33.0,D,East,10,52,3,0
F,South East,Silver,14.0,B,London,9,61,2,1
F,Midlands,Tin,4.0,A,Midlands,12,34,7,0
F,North,Silver,47.0,F,N East,5,72,8,0
F,Midlands,Gold,5.0,B,Midlands,7,53,5,0
F,Scottish,Silver,48.0,F,C Scotland,8,53,9,0
F,South East,Tin,1.0,A,London,14,73,8,0
F,South East,Gold,28.0,D,S & S East,8,59,5,0
F,North,Platinum,22.0,C,N West,8,61,3,1
F,North,Gold,19.0,C,Yorkshire,10,42,8,0
F,South East,Gold,4.0,A,London,9,68,14,0
F,South East,Silver,22.0,C,London,9,50,1,0
M,South East,Tin,31.0,D,London,8,58,7,0
M,South East,Gold,8.0,B,London,7,59,7,0
M,South East,Tin,28.0,D,London,8,60,5,0
F,Midlands,Silver,25.0,C,Midlands,5,50,9,0
F,South East,Tin,18.0,C,London,4,46,9,0
F,South East,Gold,3.0,A,London,10,72,14,0
F,South East,Tin,10.0,B,S & S East,4,34,7,0
F,North,Silver,22.0,C,N West,12,75,11,0
M,South East,Tin,44.0,E,London,8,60,8,0
F,South East,Tin,20.0,C,London,8,50,9,0
M,North,Platinum,12.0,B,Yorkshire,6,57,3,0
M,South West,Gold,6.0,B,S West,9,53,3,0
M,Scottish,Tin,35.0,D,N Scot,15,38,14,1
M,South East,Silver,27.193651677572046,D,London,8,76,2,0
M,South East,Silver,3.0,A,London,11,61,8,0
F,South East,Silver,13.0,B,S & S East,9,66,5,0
F,Midlands,Tin,49.0,F,Midlands,11,47,8,1
F,Scottish,Silver,35.0,D,Border,8,52,5,0
F,Midlands,Silver,38.0,E,Wales & West,13,63,4,0
F,North,Silver,38.0,E,Yorkshire,6,71,14,0
F,North,Silver,41.0,E,Yorkshire,14,38,9,0
F,Midlands,Silver,2.0,A,Wales & West,13,37,3,1
M,South East,Gold,9.0,B,London,7,66,2,0
M,Scottish,Gold,27.0,D,N Scot,7,72,12,0
M,South East,Silver,27.0,D,London,7,53,8,0
F,South East,Silver,25.0,C,London,7,48,8,0
F,Scottish,Silver,37.0,E,Border,6,33,4,1
F,South East,Silver,9.0,B,London,7,70,1,1
M,North,Tin,22.0,C,N West,8,53,8,1
F,North,Tin,8.0,B,N West,12,55,7,1
F,Midlands,Tin,44.0,E,Wales & West,6,50,5,0
F,South East,Tin,14.0,B,London,6,43,8,0
F,South West,Tin,27.0,D,S West,11,68,11,0
M,South East,Silver,18.0,C,London,8,67,2,0
M,South East,Gold,40.0,E,London,8,53,2,1
F,South East,Platinum,35.0,D,S & S East,6,63,3,0
F,Scottish,Tin,52.0,F,N Scot,6,38,5,1
M,South East,Silver,35.0,D,London,4,49,3,0
F,South East,Silver,21.0,C,London,8,31,4,1
F,Midlands,Gold,33.0,D,Midlands,8,61,14,0
F,South East,Gold,7.0,B,London,15,51,7,1
F,South East,Silver,44.0,E,London,6,39,8,0
F,Midlands,Silver,22.0,C,Midlands,8,34,6,1
F,North,Gold,28.0,D,N West,4,46,6,0
F,Midlands,Gold,35.0,D,Midlands,4,70,14,0
F,Scottish,Gold,1.0,A,C Scotland,10,74,12,0
F,Scottish,Gold,12.0,B,Border,12,38,2,1
M,South East,Tin,24.0,C,S & S East,10,46,8,0
F,North,Silver,8.0,B,N West,9,61,4,0
F,South East,Platinum,30.0,D,S & S East,7,60,4,0
F,South East,Tin,42.0,E,S & S East,9,68,8,0
F,South East,Silver,24.0,C,S & S East,9,44,3,0
F,South East,Tin,12.0,B,London,9,55,9,1
F,South East,Silver,14.0,B,S & S East,9,53,8,0
F,South East,Silver,12.0,B,London,8,60,11,0
F,Midlands,Silver,1.0,A,Midlands,6,36,2,1
F,South East,Silver,12.0,B,London,7,47,9,0
F,South East,Gold,23.0,C,S & S East,8,79,4,0
F,Midlands,Tin,12.0,B,Midlands,12,44,5,1
F,South East,Silver,8.0,B,London,4,22,2,1
F,Midlands,Platinum,3.0,A,East,12,42,6,1
F,South East,Silver,51.0,F,London,8,27,5,1
M,South East,Tin,5.0,B,S & S East,6,73,5,0
M,South East,Silver,52.0,F,London,4,48,3,0
M,Scottish,Tin,48.0,F,C Scotland,9,28,4,1
M,South East,Gold,51.0,F,London,8,60,2,0
F,Midlands,Silver,27.193651677572046,F,Ulster,9,43,5,1
F,North,Silver,18.0,C,N West,9,31,6,1
F,South East,Silver,52.0,F,London,13,21,1,1
F,South East,Gold,10.0,B,London,7,68,6,0
F,South East,Silver,10.0,B,S & S East,4,33,11,1
M,North,Tin,37.0,E,N West,5,54,4,0
F,Midlands,Gold,8.0,B,Wales & West,6,60,12,0
F,Midlands,Silver,23.0,C,Wales & West,4,43,8,0
F,South East,Silver,12.0,B,London,8,63,8,0
F,South East,Silver,36.0,E,London,7,28,2,1
F,South East,Silver,27.0,D,London,7,53,1,0
F,South East,Silver,6.0,B,S & S East,8,63,8,0
F,Midlands,Tin,25.0,C,Wales & West,12,34,7,1
F,Midlands,Tin,4.0,A,Midlands,13,44,6,1
F,North,Silver,44.0,E,N West,10,49,8,0
M,North,Gold,38.0,E,Yorkshire,15,53,5,1
F,North,Gold,38.0,E,N West,4,44,2,0
F,South East,Silver,38.0,E,London,15,33,7,1
F,South East,Gold,10.0,B,London,8,56,4,0
F,Midlands,Tin,28.0,D,East,12,49,5,0
F,South East,Gold,16.0,C,London,8,47,7,0
F,South East,Tin,53.0,F,S & S East,8,36,8,1
F,South East,Silver,4.0,A,London,4,51,5,0
F,Scottish,Gold,12.0,B,N Scot,8,51,14,1
M,North,Tin,25.0,C,Yorkshire,4,38,9,0
F,Scottish,Silver,28.0,D,Border,8,49,10,0
F,South East,Tin,9.0,B,London,10,30,4,1
M,South East,Silver,18.0,C,London,9,76,11,0
F,Scottish,Silver,40.0,E,C Scotland,5,72,14,0
F,South East,Silver,53.0,F,London,8,57,9,1
F,South East,Platinum,13.0,B,London,15,49,11,0
M,North,Gold,35.0,D,N West,7,51,7,0
F,Midlands,Silver,38.0,E,East,10,68,5,1
M,Midlands,Platinum,10.0,B,Midlands,5,42,3,0
F,Scottish,Silver,3.0,A,C Scotland,12,77,14,1
M,North,Gold,14.0,B,N West,7,58,5,0
M,South East,Platinum,35.0,D,London,9,72,3,0
M,South East,Silver,4.0,A,London,9,67,4,0
F,North,Silver,25.0,C,N West,6,53,9,0
M,South West,Gold,11.0,B,S West,7,63,8,0
M,South East,Silver,21.0,C,London,8,65,4,0
F,Scottish,Silver,25.0,C,C Scotland,10,43,5,1
M,South East,Silver,14.0,B,S & S East,8,52,7,0
M,South East,Silver,21.0,C,London,8,56,6,0
M,South East,Tin,52.0,F,London,9,42,5,1
M,North,Gold,8.0,B,N West,5,71,11,0
M,North,Tin,47.0,F,N West,10,62,9,0
M,Midlands,Silver,37.0,E,Wales & West,11,52,9,0
M,South East,Silver,52.0,F,London,4,30,7,0
F,Midlands,Gold,2.0,A,Midlands,5,65,6,0
F,South East,Gold,1.0,A,London,7,78,7,0
M,Midlands,Silver,28.0,D,East,8,52,8,0
M,North,Gold,28.0,D,N West,7,60,5,0
M,North,Tin,35.0,D,N East,12,44,6,0
M,South East,Tin,12.0,B,S & S East,13,31,5,1
F,Midlands,Tin,52.0,F,East,10,30,9,1
M,South East,Silver,27.0,D,London,7,53,8,0
M,North,Gold,28.0,D,N West,15,50,6,1
F,South East,Tin,16.0,C,S & S East,10,65,9,0
F,Midlands,Gold,12.0,B,Midlands,10,65,6,0
F,Midlands,Tin,50.0,F,East,8,40,9,1
M,Midlands,Gold,6.0,B,Wales & West,11,77,2,0
F,North,Gold,52.0,F,Yorkshire,8,60,12,0
F,South East,Gold,9.0,B,London,7,46,6,0
F,South East,Tin,38.0,E,London,11,46,9,0
M,North,Silver,1.0,A,N East,4,66,1,0
M,South East,Silver,52.0,F,London,11,38,8,1
F,Midlands,Tin,38.0,E,Wales & West,8,68,6,1
F,South East,Silver,22.0,C,London,7,67,2,0
F,South East,Silver,4.0,A,London,5,57,3,0
F,Midlands,Tin,46.0,F,Midlands,9,32,4,0
F,North,Tin,4.0,A,N West,11,67,5,0
F,North,Silver,11.0,B,N East,9,64,7,0
F,North,Silver,16.0,C,N West,7,41,3,0
F,North,Silver,35.0,D,N East,8,64,9,0
M,Midlands,Gold,45.0,E,Wales & West,5,42,1,0
F,North,Tin,38.0,E,N East,8,39,4,1
M,Midlands,Silver,52.0,F,Wales & West,6,75,6,0
M,Midlands,Silver,27.0,D,Wales & West,8,42,1,0
F,South East,Gold,1.0,A,London,7,53,6,1
F,South West,Gold,42.0,E,S West,5,78,14,0
F,North,Gold,12.0,B,N East,6,47,10,1
F,South East,Silver,4.0,A,London,8,44,6,1
F,South East,Silver,52.0,F,S & S East,8,49,5,0
F,Midlands,Tin,53.0,F,Wales & West,9,28,4,1
F,Scottish,Gold,52.0,F,C Scotland,11,64,8,1
F,North,Tin,38.0,E,N West,6,30,5,0
F,South East,Silver,28.0,D,S & S East,9,55,5,0
M,South East,Tin,52.0,F,London,10,35,4,0
M,North,Tin,23.0,C,N East,8,30,5,0
F,North,Tin,32.0,D,Yorkshire,5,51,8,1
F,Midlands,Gold,2.0,A,Midlands,11,39,5,1
M,South East,Gold,4.0,A,London,5,66,5,0
F,Midlands,Silver,34.0,D,Midlands,9,48,10,0
M,North,Gold,12.0,B,N West,4,61,7,0
M,Midlands,Tin,51.0,F,Midlands,7,31,5,0
F,South East,Silver,19.0,C,S & S East,5,38,8,1
F,South East,Tin,52.0,F,London,15,41,5,1
F,South East,Tin,27.0,D,London,8,39,4,1
F,North,Tin,35.0,D,N East,5,46,8,1
F,South East,Gold,19.0,C,London,7,66,4,0
F,Scottish,Gold,52.0,F,N Scot,11,75,5,1
F,Midlands,Silver,33.0,D,Midlands,8,39,1,0
F,Midlands,Silver,52.0,F,Midlands,14,48,11,0
F,North,Tin,38.0,E,Yorkshire,4,50,5,0
F,North,Silver,14.0,B,Yorkshire,15,52,3,0
M,Midlands,Platinum,8.0,B,East,7,68,2,0
M,Midlands,Tin,5.0,B,Midlands,11,54,9,0
M,South East,Tin,21.0,C,London,7,33,8,0
M,Midlands,Tin,34.0,D,Midlands,9,55,5,0
M,South East,Tin,3.0,A,London,13,46,6,0
M,South East,Gold,27.0,D,London,13,73,14,0
M,South East,Platinum,14.0,B,London,4,73,3,0
F,North,Tin,51.0,F,N West,10,52,5,0
M,Midlands,Tin,37.0,E,Midlands,6,35,4,0
F,Midlands,Silver,27.193651677572046,E,Ulster,7,65,9,0
F,Midlands,Tin,33.0,D,Midlands,8,59,5,0
F,Midlands,Tin,22.0,C,East,13,60,14,0
F,South East,Gold,10.0,B,London,8,20,2,1
F,South East,Gold,6.0,B,S & S East,6,65,14,0
M,Midlands,Silver,28.0,D,Midlands,10,57,5,0
F,South East,Platinum,34.0,D,S & S East,8,77,6,0
F,South East,Silver,35.0,D,S & S East,10,72,1,0
F,North,Platinum,24.0,C,Yorkshire,4,68,4,0
F,Midlands,Gold,17.0,C,East,6,58,4,0
F,Midlands,Gold,16.0,C,Wales & West,11,66,9,0
M,Midlands,Tin,49.0,F,East,6,35,4,1
F,North,Silver,51.0,F,Yorkshire,10,77,2,0
F,Midlands,Gold,50.0,F,Midlands,7,64,8,0
F,North,Tin,28.0,D,N West,14,31,5,1
M,South East,Silver,1.0,A,London,8,65,8,0
M,Midlands,Tin,22.0,C,East,9,37,5,0
F,South East,Silver,21.0,C,London,13,44,1,1
F,South East,Silver,38.0,E,London,8,31,1,1
F,Midlands,Tin,34.0,D,Midlands,9,58,7,0
F,South West,Gold,53.0,F,S West,8,30,2,1
M,Midlands,Gold,27.193651677572046,F,Ulster,5,49,4,0
F,Midlands,Silver,27.193651677572046,F,East,6,34,11,1
F,South East,Silver,1.0,A,London,15,49,11,0
F,North,Silver,53.0,F,Yorkshire,12,73,8,0
F,North,Silver,14.0,B,N West,10,56,5,1
F,South East,Gold,27.0,D,London,15,22,2,1
F,North,Silver,38.0,E,Yorkshire,13,66,1,1
F,South West,Tin,38.0,E,S West,10,40,9,1
F,Midlands,Silver,35.0,D,Wales & West,9,62,14,0
F,North,Tin,51.0,F,N West,11,58,11,1
F,Scottish,Gold,17.0,C,C Scotland,9,63,3,1
F,North,Silver,53.0,F,Yorkshire,10,49,4,0
F,South East,Tin,21.0,C,London,8,52,8,0
F,North,Tin,35.0,D,N West,8,44,5,0
F,South East,Platinum,25.0,C,London,6,47,3,0
F,Midlands,Silver,22.0,C,Midlands,9,71,14,1
F,South West,Silver,6.0,B,S West,12,53,4,0
M,South East,Silver,47.0,F,S & S East,10,52,1,0
F,South East,Gold,12.0,B,London,4,65,6,0
F,Midlands,Tin,52.0,F,East,8,38,4,1
M,South East,Gold,40.0,E,London,10,65,6,0
M,North,Tin,51.0,F,Yorkshire,7,62,5,0
M,Midlands,Silver,2.0,A,Midlands,9,44,7,0
M,South East,Platinum,36.0,E,S & S East,10,67,11,0
M,Midlands,Gold,22.0,C,Wales & West,7,53,5,0
F,South East,Tin,29.0,D,London,9,33,4,1
F,North,Gold,27.0,D,N West,7,67,2,0
F,North,Silver,22.0,C,N West,15,65,7,1
F,Midlands,Gold,19.0,C,Midlands,13,47,1,0
F,South East,Gold,19.0,C,S & S East,9,69,1,0
F,South East,Silver,38.0,E,London,8,30,6,0
F,Midlands,Gold,8.0,B,Midlands,4,63,6,0
F,South East,Silver,52.0,F,S & S East,7,53,3,0
F,Midlands,Silver,51.0,F,Midlands,13,60,2,0
M,Midlands,Silver,5.0,B,Midlands,10,49,11,0
F,North,Gold,37.0,E,Yorkshire,12,58,7,0
M,Midlands,Silver,11.0,B,Wales & West,9,67,1,0
F,Midlands,Silver,12.0,B,Midlands,10,44,4,1
F,South East,Tin,8.0,B,London,11,37,5,1
F,South East,Silver,1.0,A,London,11,62,10,0
F,South East,Silver,52.0,F,London,7,24,1,0
M,Midlands,Gold,30.0,D,Wales & West,9,73,2,0
F,Midlands,Tin,24.0,C,Midlands,10,32,8,1
F,South East,Gold,5.0,B,S & S East,9,46,5,0
F,South East,Gold,27.0,D,London,13,42,5,1
M,South East,Platinum,47.0,F,London,4,69,3,0
F,Midlands,Gold,4.0,A,Midlands,4,56,6,0
F,Midlands,Gold,5.0,B,Midlands,8,63,2,0
M,Midlands,Silver,52.0,F,Wales & West,7,59,6,0
M,Midlands,Tin,52.0,F,Wales & West,6,57,5,0
M,Midlands,Gold,35.0,D,East,8,32,9,1
F,Scottish,Silver,20.0,C,C Scotland,6,48,9,0
F,Midlands,Silver,51.0,F,Wales & West,6,72,12,0
F,South East,Gold,28.0,D,London,6,43,1,0
F,Midlands,Silver,27.193651677572046,D,East,4,45,5,0
M,Midlands,Silver,20.0,C,Midlands,5,51,10,1
M,South East,Tin,51.0,F,London,4,74,8,0
M,South East,Silver,19.0,C,London,9,66,8,0
M,Midlands,Silver,28.0,D,Midlands,8,64,7,0
F,North,Tin,47.0,F,Yorkshire,9,51,5,0
M,Midlands,Gold,13.0,B,East,8,56,6,0
F,South East,Tin,25.0,C,London,5,49,9,0
F,South East,Tin,38.0,E,London,4,32,5,0
F,Midlands,Silver,12.0,B,East,11,49,5,0
F,South East,Gold,22.0,C,London,13,69,4,1
F,South East,Silver,16.0,C,London,9,52,3,1
F,North,Gold,35.0,D,Yorkshire,6,64,5,0
M,South West,Tin,6.0,B,S West,6,50,8,0
F,South East,Tin,6.0,B,S & S East,9,62,5,0
F,North,Silver,45.0,E,Yorkshire,6,53,1,1
F,Midlands,Silver,12.0,B,East,15,75,4,0
M,South East,Gold,13.0,B,S & S East,12,68,1,0
F,North,Silver,18.0,C,N West,7,53,5,0
M,South East,Tin,37.0,E,S & S East,5,76,4,0
F,Midlands,Gold,27.0,D,East,10,40,14,1
F,South East,Gold,14.0,B,London,9,62,5,0
F,Midlands,Gold,50.0,F,Midlands,12,61,8,0
F,North,Silver,1.0,A,N West,10,38,1,0
F,North,Tin,27.0,D,Yorkshire,4,28,5,0
F,South East,Gold,8.0,B,London,8,68,2,0
F,South East,Silver,20.0,C,London,13,28,1,1
M,South West,Silver,49.0,F,S West,9,78,14,0
F,South East,Silver,20.0,C,London,8,64,3,0
F,South East,Tin,13.0,B,S & S East,7,53,6,0
M,Midlands,Gold,16.0,C,Midlands,7,63,1,0
M,Midlands,Gold,49.0,F,East,4,70,1,0
F,North,Gold,12.0,B,N East,11,67,5,0
F,Midlands,Gold,41.0,E,Midlands,12,72,8,1
F,North,Silver,52.0,F,N West,12,58,11,0
M,North,Silver,24.0,C,N West,5,58,10,0
F,Midlands,Gold,23.0,C,Wales & West,9,68,6,1
F,Midlands,Silver,28.0,D,Midlands,11,56,8,0
M,Midlands,Tin,33.0,D,Midlands,6,42,5,0
M,South East,Silver,12.0,B,London,9,49,14,0
M,South West,Gold,24.0,C,S West,6,53,8,0
F,North,Silver,28.0,D,N West,10,72,7,1
M,Midlands,Tin,53.0,F,Midlands,6,35,8,1
F,South East,Gold,21.0,C,London,8,54,5,0
F,Midlands,Tin,24.0,C,Midlands,8,53,9,0
M,North,Silver,30.0,D,N West,8,73,3,0
M,South East,Silver,40.0,E,S & S East,5,68,6,0
F,South East,Silver,52.0,F,London,15,52,8,1
M,Midlands,Silver,52.0,F,Midlands,5,44,1,0
M,Midlands,Tin,27.0,D,Midlands,9,46,5,0
M,North,Tin,52.0,F,N West,14,38,4,1
F,Midlands,Silver,13.0,B,Midlands,15,37,4,1
F,Scottish,Gold,20.0,C,C Scotland,8,78,12,1
F,Midlands,Platinum,51.0,F,Midlands,10,75,1,0
M,South East,Tin,4.0,A,London,8,47,4,0
F,North,Gold,12.0,B,N West,15,79,14,1
F,Midlands,Silver,34.0,D,Midlands,13,45,4,1
F,South West,Silver,27.0,D,S West,8,75,2,0
M,Midlands,Silver,12.0,B,Midlands,12,51,11,0
F,Midlands,Gold,5.0,B,Midlands,9,79,14,0
F,North,Silver,1.0,A,Yorkshire,8,78,8,0
F,North,Tin,35.0,D,N East,11,65,9,0
F,South West,Tin,16.0,C,S West,6,28,5,1
F,South East,Tin,21.0,C,London,15,53,5,0
F,North,Gold,27.193651677572046,C,N West,8,54,2,0
F,Midlands,Platinum,34.0,D,East,6,66,4,0
M,Scottish,Gold,45.0,E,N Scot,5,62,5,0
M,South East,Tin,32.0,D,London,14,44,5,1
M,Midlands,Silver,27.193651677572046,D,Ulster,9,35,1,0
M,South East,Silver,8.0,B,London,4,53,9,0
M,South East,Silver,27.0,D,London,8,46,6,0
F,Scottish,Tin,10.0,B,N Scot,13,45,8,0
M,South East,Tin,32.0,D,S & S East,9,48,9,0
F,Scottish,Gold,6.0,B,C Scotland,9,68,14,0
F,South East,Silver,5.0,B,London,7,55,8,0
M,South East,Silver,19.0,C,London,12,59,10,0
M,Midlands,Tin,23.0,C,Midlands,12,41,5,0
M,Midlands,Silver,27.193651677572046,C,Ulster,12,38,2,1
F,North,Silver,10.0,B,N East,5,41,1,1
F,South East,Gold,19.0,C,S & S East,11,62,3,0
F,South East,Silver,32.0,D,London,7,56,6,0
F,South East,Silver,29.0,D,London,4,62,8,0
F,North,Platinum,13.0,B,N East,5,70,3,0
F,South East,Platinum,27.193651677572046,B,London,5,53,3,0
M,Midlands,Silver,25.0,C,East,8,52,9,1
F,South East,Platinum,2.0,A,London,8,76,9,0
F,North,Gold,27.193651677572046,A,N West,7,73,8,0
M,North,Gold,18.0,C,Yorkshire,4,53,5,0
F,North,Tin,17.0,C,N East,8,43,8,1
F,South East,Gold,4.0,A,London,14,52,5,1
F,Midlands,Silver,32.0,D,Wales & West,12,49,1,1
F,South East,Tin,19.0,C,S & S East,8,46,8,0
F,Scottish,Silver,51.0,F,Border,6,58,11,0
F,Midlands,Platinum,27.193651677572046,F,East,8,60,7,0
F,South East,Gold,50.0,F,S & S East,11,53,7,0
F,Midlands,Silver,37.0,E,East,6,53,6,0
F,North,Gold,14.0,B,N West,7,57,9,0
M,North,Silver,52.0,F,N West,12,43,4,0
M,South East,Silver,26.0,C,London,10,56,3,0
M,Midlands,Tin,51.0,F,East,8,47,9,0
F,South East,Silver,22.0,C,London,9,35,2,1
F,North,Gold,4.0,A,N West,5,58,2,0
F,South East,Silver,5.0,B,S & S East,6,49,2,0
M,Midlands,Gold,23.0,C,East,11,68,9,0
F,South East,Gold,2.0,A,S & S East,10,61,6,0
F,South East,Gold,8.0,B,London,8,49,2,0
M,Midlands,Gold,47.0,F,East,8,51,11,0
M,Midlands,Gold,39.0,E,Midlands,4,51,1,0
M,South East,Silver,35.0,D,London,7,27,4,1
F,Midlands,Silver,52.0,F,Midlands,7,62,6,0
F,North,Tin,53.0,F,N West,9,53,4,1
M,North,Tin,32.0,D,N East,10,45,9,0
M,South East,Silver,8.0,B,London,5,68,9,0
M,South East,Gold,19.0,C,London,5,69,7,0
M,Midlands,Tin,34.0,D,Midlands,8,53,8,0
M,Midlands,Tin,49.0,F,Midlands,11,44,5,1
F,South West,Silver,44.0,E,S West,15,33,2,1
F,Midlands,Silver,51.0,F,Wales & West,8,53,6,1
F,North,Tin,52.0,F,Yorkshire,10,41,5,0
F,Scottish,Gold,17.0,C,N Scot,8,52,1,0
M,South East,Silver,27.0,D,London,13,53,9,0
M,North,Gold,11.0,B,N East,6,64,5,0
F,North,Silver,28.0,D,N East,8,19,1,0
F,Midlands,Tin,32.0,D,Midlands,6,52,14,0
M,Midlands,Silver,49.0,F,Midlands,8,59,4,0
F,North,Silver,2.0,A,N West,6,73,14,0
F,South East,Tin,27.193651677572046,A,London,6,50,4,0
M,South East,Silver,44.0,E,London,4,53,8,0
M,Midlands,Gold,20.0,C,Midlands,15,64,8,1
M,Midlands,Gold,15.0,B,East,4,46,8,0
M,South East,Gold,4.0,A,London,9,57,6,1
F,Scottish,Tin,2.0,A,C Scotland,9,47,5,0
M,North,Silver,49.0,F,Yorkshire,7,67,8,0
M,South East,Tin,8.0,B,London,7,54,6,0
F,South East,Gold,3.0,A,London,4,58,8,0
F,North,Gold,27.0,D,N West,5,51,8,0
M,Scottish,Gold,1.0,A,C Scotland,10,73,1,0
M,North,Silver,14.0,B,N West,7,63,3,0
M,South East,Silver,25.0,C,London,9,65,12,0
F,South East,Gold,40.0,E,London,11,32,4,1
M,Midlands,Gold,5.0,B,Wales & West,10,69,6,0
F,North,Tin,34.0,D,Yorkshire,4,50,4,0
M,Midlands,Silver,27.0,D,Wales & West,6,49,6,0
M,North,Silver,16.0,C,N West,8,68,4,0
M,South East,Silver,31.0,D,London,4,52,9,0
F,South East,Tin,8.0,B,London,10,60,6,1
M,Midlands,Platinum,27.193651677572046,B,Ulster,10,39,6,0
M,South East,Silver,52.0,F,London,9,52,14,0
F,Midlands,Tin,16.0,C,East,9,72,14,0
F,Midlands,Tin,34.0,D,Midlands,9,38,5,1
F,South West,Tin,8.0,B,S West,9,78,8,0
F,South East,Tin,28.0,D,S & S East,12,56,5,1
F,Midlands,Gold,14.0,B,Midlands,4,51,3,0
M,Midlands,Tin,38.0,E,Midlands,5,48,4,0
F,South East,Tin,21.0,C,London,13,59,6,0
F,South East,Silver,37.0,E,London,11,71,14,0
F,South East,Silver,10.0,B,London,4,43,9,0
F,Midlands,Gold,17.0,C,East,12,52,2,0
F,South East,Silver,18.0,C,London,13,64,4,0
F,South East,Gold,2.0,A,S & S East,4,68,6,0
M,South East,Silver,27.0,D,London,10,53,3,0
F,South East,Silver,27.0,D,London,11,32,2,1
F,Midlands,Silver,38.0,E,East,8,45,5,0
M,Midlands,Silver,41.0,E,East,14,30,3,1
F,North,Silver,52.0,F,Yorkshire,8,74,5,1
F,South East,Silver,20.0,C,London,9,41,2,1
