Gender,Geographic Region,Loyalty Status,Neighborhood Cluster-7 Level,Affluence Grade,Age,Loyalty Card Tenure,ORGANICS
M,North,Tin,F,14.0,42.0,5.0,0.0
F,South East,Gold,D,9.0,60.0,5.0,0.0
F,Midlands,Silver,C,4.0,43.0,8.0,0.0
F,South East,Gold,D,11.0,44.0,4.0,1.0
F,Midlands,Tin,D,9.0,44.0,8.0,0.0
F,South East,Silver,D,6.0,71.0,11.0,0.0
F,South West,Gold,E,10.0,67.0,7.0,1.0
F,Midlands,Silver,F,11.0,39.0,5.0,0.0
M,North,Tin,E,10.0,27.0,4.0,1.0
M,South East,Tin,F,8.0,53.0,7.0,0.0
M,North,Gold,F,9.0,73.0,4.0,0.0
M,North,Silver,D,8.0,61.0,7.0,0.0
M,Midlands,Silver,A,6.0,46.0,8.0,0.0
F,South East,Silver,D,6.0,36.0,9.0,1.0
M,North,Gold,B,10.0,55.0,8.0,0.0
F,Midlands,Gold,F,6.0,35.0,1.0,0.0
M,South East,Platinum,E,6.0,55.0,2.0,0.0
F,South East,Tin,D,7.0,36.0,4.0,0.0
F,South East,Platinum,C,4.0,70.0,8.0,0.0
M,South East,Gold,C,7.0,74.0,11.0,0.0
F,Midlands,Tin,C,7.0,59.0,7.0,0.0
F,South East,Gold,C,11.0,50.0,3.0,1.0
M,South East,Silver,E,11.0,70.0,10.0,0.0
F,Midlands,Gold,D,7.0,44.0,8.0,0.0
F,Midlands,Silver,F,10.0,52.0,13.0,0.0
F,South East,Tin,C,9.0,49.0,5.0,0.0
M,North,Gold,F,7.0,64.0,1.0,0.0
F,South West,Tin,C,11.0,28.0,5.0,1.0
F,South East,Tin,B,9.0,49.0,9.0,0.0
F,South East,Tin,B,10.0,57.0,5.0,0.0
M,Midlands,Tin,D,8.0,41.0,8.0,0.0
M,Midlands,Silver,C,17.0,52.0,1.0,0.0
F,South East,Silver,C,8.0,59.0,5.0,0.0
F,North,Gold,E,4.0,60.0,2.0,0.0
M,Midlands,Silver,F,1.0,53.0,3.0,0.0
F,North,Gold,A,5.0,60.0,4.0,0.0
F,Midlands,Tin,D,10.0,76.0,9.0,1.0
M,Midlands,Tin,C,7.0,52.0,7.0,0.0
F,Midlands,Tin,E,6.0,30.0,5.0,1.0
F,Midlands,Gold,B,9.0,52.0,1.0,1.0
F,South West,Tin,B,7.0,52.0,8.0,0.0
M,Midlands,Silver,F,10.0,53.0,1.0,1.0
M,South East,Tin,D,9.0,30.0,7.0,1.0
M,Midlands,Silver,B,5.0,44.0,6.0,0.0
M,Midlands,Silver,C,2.0,49.0,1.0,0.0
F,Midlands,Tin,C,3.0,29.0,5.0,0.0
F,Midlands,Gold,B,7.0,46.0,5.0,1.0
F,South East,Tin,B,15.0,58.0,6.0,1.0
F,Midlands,Silver,E,15.0,38.0,10.0,1.0
F,South East,Tin,D,8.0,46.0,5.0,0.0
F,South East,Platinum,C,9.0,74.0,8.0,0.0
M,South East,Silver,C,5.0,76.0,11.0,0.0
F,South East,Tin,D,6.0,45.0,5.0,0.0
F,South East,Tin,F,7.0,33.0,4.0,0.0
F,Midlands,Silver,F,13.0,36.0,1.0,1.0
F,South East,Silver,A,5.0,66.0,9.0,0.0
F,South East,Tin,D,12.0,41.0,5.0,1.0
F,South East,Silver,F,3.0,54.0,1.0,0.0
F,South East,Gold,E,9.0,61.0,8.0,1.0
F,South East,Tin,F,7.0,34.0,5.0,1.0
F,South East,Silver,B,9.0,55.0,8.0,1.0
M,Midlands,Silver,A,15.0,64.0,8.0,0.0
F,Midlands,Gold,F,7.0,59.0,1.0,1.0
F,Midlands,Gold,B,7.0,75.0,1.0,0.0
F,Midlands,Gold,C,7.0,61.0,2.0,0.0
F,Midlands,Silver,C,9.0,57.0,2.0,0.0
F,South East,Platinum,B,10.0,30.0,7.0,1.0
F,Scottish,Tin,F,3.0,57.0,5.0,0.0
M,Midlands,Tin,F,9.0,33.0,5.0,0.0
M,South East,Gold,C,7.0,35.0,7.0,1.0
M,North,Silver,C,11.0,53.0,9.0,0.0
F,South East,Silver,C,4.0,68.0,2.0,0.0
F,Scottish,Gold,E,5.0,74.0,8.0,0.0
M,South East,Tin,D,10.0,51.0,5.0,0.0
F,Midlands,Gold,F,5.0,72.0,3.0,1.0
F,South East,Gold,B,7.0,58.0,3.0,0.0
M,North,Gold,B,3.0,71.0,2.0,0.0
F,Scottish,Gold,C,5.0,42.0,9.0,0.0
F,North,Gold,D,6.0,61.0,8.0,0.0
F,North,Gold,E,6.0,74.0,2.0,0.0
F,South East,Gold,D,7.0,63.0,5.0,0.0
F,South East,Silver,D,9.0,57.0,6.0,0.0
F,South East,Silver,C,14.0,70.0,5.0,0.0
F,North,Tin,F,8.881476641620386,38.0,4.0,1.0
M,South East,Tin,E,14.0,67.0,9.0,1.0
F,South West,Gold,F,12.0,52.0,3.0,1.0
M,Scottish,Tin,C,17.0,54.0,4.0,0.0
F,South East,Silver,C,13.0,47.0,5.0,1.0
M,South East,Tin,D,7.0,66.0,10.0,0.0
M,South East,Gold,D,5.0,68.0,6.0,0.0
M,Midlands,Gold,C,12.0,59.0,3.0,0.0
M,South East,Gold,E,13.0,59.0,2.0,0.0
F,Midlands,Silver,D,5.0,74.0,8.0,0.0
M,North,Silver,B,7.0,70.0,5.0,0.0
F,Midlands,Gold,D,9.0,49.0,4.0,0.0
F,North,Silver,E,14.0,27.0,1.0,0.0
F,North,Gold,D,6.0,59.0,2.0,0.0
F,South East,Silver,D,6.0,46.0,12.0,0.0
F,North,Tin,C,11.0,42.0,4.0,0.0
M,Scottish,Silver,C,14.0,52.0,5.0,1.0
F,Midlands,Gold,E,9.0,71.0,3.0,0.0
F,South East,Tin,D,19.0,37.0,6.0,1.0
F,South East,Silver,E,15.0,48.0,9.0,1.0
F,North,Gold,D,9.0,72.0,5.0,0.0
F,South East,Gold,B,13.0,44.0,1.0,1.0
M,North,Tin,C,9.0,53.0,5.0,0.0
M,Midlands,Silver,C,8.0,48.0,11.0,0.0
M,Midlands,Gold,E,11.0,54.0,5.0,0.0
F,South East,Tin,B,8.0,33.0,8.0,1.0
F,South West,Silver,F,5.0,53.0,10.0,0.0
F,South East,Gold,D,5.0,64.0,6.0,0.0
F,Midlands,Silver,D,14.0,41.0,5.0,1.0
F,Midlands,Silver,D,14.0,40.0,4.0,1.0
F,Midlands,Gold,D,9.0,59.0,11.0,0.0
F,South East,Gold,F,7.0,39.0,8.0,0.0
F,Scottish,Silver,F,15.0,62.0,5.0,1.0
F,Midlands,Gold,B,9.0,65.0,1.0,0.0
M,South East,Gold,C,9.0,66.0,5.0,0.0
M,South East,Gold,D,17.0,65.0,14.0,0.0
F,South East,Silver,B,5.0,51.0,1.0,1.0
F,South East,Gold,D,8.0,46.0,8.0,0.0
M,Midlands,Gold,B,6.0,49.0,7.0,0.0
M,Scottish,Silver,E,12.0,71.0,3.0,0.0
F,Midlands,Tin,D,5.0,52.0,14.0,0.0
M,South East,Tin,E,15.0,29.0,5.0,1.0
F,North,Silver,D,2.0,59.0,12.0,0.0
F,South East,Tin,D,7.0,47.0,8.0,1.0
M,North,Tin,C,7.0,44.0,7.0,0.0
F,Scottish,Platinum,D,11.0,62.0,12.0,0.0
F,South East,Silver,D,8.0,56.0,11.0,1.0
M,North,Silver,B,5.0,61.0,1.0,0.0
F,South East,Tin,C,4.0,48.0,11.0,0.0
F,Midlands,Gold,C,5.0,49.0,1.0,0.0
M,North,Tin,A,9.0,62.0,5.0,0.0
F,South East,Gold,A,11.0,67.0,7.0,1.0
F,Scottish,Tin,F,13.0,34.0,5.0,1.0
F,Scottish,Silver,D,17.0,39.0,4.0,1.0
F,North,Tin,D,4.0,50.0,5.0,0.0
M,South East,Gold,D,9.0,64.0,5.0,0.0
F,South East,Tin,B,8.0,56.0,9.0,1.0
F,Scottish,Tin,C,7.0,62.0,5.0,0.0
F,Midlands,Tin,A,6.0,47.0,8.0,0.0
M,South East,Tin,E,12.0,32.0,7.0,1.0
F,North,Gold,F,8.0,49.0,2.0,0.0
M,South East,Silver,E,10.0,34.0,1.0,1.0
M,Midlands,Tin,D,10.0,40.0,5.0,0.0
F,North,Platinum,F,12.0,56.0,3.0,0.0
F,Midlands,Silver,C,5.0,71.0,18.0,0.0
F,North,Tin,D,9.0,46.0,7.0,1.0
F,Midlands,Platinum,E,8.0,53.0,12.0,0.0
F,North,Silver,F,6.0,52.0,7.0,0.0
F,South East,Tin,B,6.0,38.0,4.0,0.0
F,South East,Silver,B,8.0,71.0,0.0,0.0
M,Midlands,Tin,B,6.0,33.0,4.0,0.0
F,North,Gold,D,11.0,58.0,2.0,0.0
F,South East,Tin,B,7.0,55.0,11.0,0.0
M,North,Gold,D,4.0,75.0,5.0,0.0
F,North,Gold,B,10.0,52.0,8.0,1.0
F,North,Tin,D,3.0,58.0,7.0,0.0
F,Midlands,Platinum,D,5.0,57.0,3.0,0.0
F,North,Gold,B,14.0,56.0,6.0,1.0
F,North,Tin,B,5.0,52.0,5.0,0.0
M,South West,Silver,D,11.0,51.0,1.0,0.0
F,Scottish,Tin,B,8.0,33.0,5.0,1.0
F,South East,Gold,A,6.0,70.0,3.0,0.0
F,South East,Silver,A,9.0,47.0,9.0,0.0
F,South East,Silver,F,12.0,40.0,9.0,1.0
F,Scottish,Tin,A,6.0,60.0,4.0,1.0
F,South East,Gold,B,9.0,62.0,2.0,0.0
F,South East,Silver,C,8.0,46.0,6.0,0.0
F,South East,Silver,E,12.0,52.0,6.0,0.0
F,Midlands,Gold,E,7.0,60.0,8.0,1.0
F,South East,Gold,D,3.0,40.0,1.0,0.0
F,South East,Tin,C,17.0,39.0,8.0,1.0
F,North,Silver,C,8.0,46.0,11.0,0.0
F,South East,Silver,C,4.0,58.0,4.0,0.0
M,North,Silver,B,10.0,64.0,6.0,0.0
F,North,Silver,D,8.0,46.0,9.0,0.0
F,South East,Tin,B,8.0,39.0,4.0,1.0
F,North,Silver,C,11.0,69.0,2.0,1.0
M,North,Gold,B,6.0,67.0,8.0,0.0
F,South East,Tin,C,15.0,35.0,4.0,1.0
M,South East,Tin,C,10.0,35.0,8.0,0.0
M,Midlands,Tin,D,6.0,44.0,10.0,0.0
F,South East,Silver,D,7.0,61.0,8.0,0.0
M,North,Tin,B,10.0,41.0,5.0,0.0
F,Midlands,Gold,F,1.0,75.0,2.0,0.0
M,South East,Silver,A,8.0,65.0,1.0,0.0
F,South East,Gold,B,15.0,55.0,5.0,0.0
F,North,Gold,D,6.0,61.0,2.0,0.0
F,South East,Gold,F,5.0,75.0,4.0,0.0
M,South West,Tin,C,12.0,48.0,8.0,0.0
F,Midlands,Gold,D,11.0,41.0,1.0,0.0
F,North,Tin,A,5.0,32.0,4.0,0.0
M,South East,Silver,D,5.0,37.0,12.0,0.0
M,South East,Gold,B,6.0,69.0,1.0,0.0
F,South East,Gold,B,4.0,62.0,5.0,0.0
F,Midlands,Tin,C,14.0,38.0,8.0,1.0
M,South East,Tin,C,5.0,34.0,8.0,1.0
F,South West,Gold,C,6.0,63.0,1.0,0.0
F,South East,Gold,D,13.0,55.0,7.0,1.0
M,South East,Gold,B,4.0,69.0,4.0,0.0
M,South East,Tin,D,5.0,61.0,5.0,0.0
M,South East,Silver,D,5.0,34.0,1.0,0.0
F,Midlands,Gold,B,11.0,64.0,4.0,1.0
F,Midlands,Tin,C,11.0,46.0,4.0,0.0
M,South East,Silver,D,10.0,73.0,5.0,0.0
F,North,Gold,B,12.0,56.0,4.0,1.0
M,Midlands,Tin,F,8.0,60.0,7.0,0.0
M,Midlands,Tin,E,13.0,42.0,18.0,1.0
F,North,Silver,E,6.0,48.0,11.0,0.0
F,Midlands,Silver,D,9.0,62.0,8.0,0.0
F,South East,Silver,E,9.0,63.0,5.0,1.0
F,North,Tin,E,12.0,44.0,7.0,1.0
F,North,Gold,B,2.0,58.0,8.0,0.0
F,Midlands,Silver,B,8.0,75.0,10.0,1.0
F,South East,Tin,B,11.0,52.0,5.0,0.0
F,South East,Silver,C,8.0,48.0,1.0,0.0
M,South West,Tin,C,6.0,54.0,8.0,0.0
F,Midlands,Gold,F,14.0,74.0,4.0,0.0
F,Midlands,Silver,D,6.0,54.0,8.0,0.0
F,South East,Silver,C,13.0,57.0,8.0,1.0
F,North,Tin,D,9.0,47.0,5.0,1.0
F,North,Gold,C,9.0,58.0,7.0,0.0
M,South East,Silver,B,7.0,71.0,8.0,0.0
M,Midlands,Tin,D,13.0,46.0,7.0,1.0
F,North,Silver,B,10.0,62.0,8.0,0.0
M,Midlands,Silver,B,1.0,52.0,5.0,0.0
M,Midlands,Silver,D,7.0,46.0,0.0,0.0
F,Scottish,Gold,B,11.0,59.0,6.0,0.0
M,North,Platinum,E,10.0,45.0,3.0,0.0
F,South East,Silver,F,6.0,40.0,9.0,1.0
M,South East,Tin,D,9.0,56.0,6.0,0.0
F,South East,Silver,D,10.0,51.0,5.0,0.0
F,Scottish,Tin,C,13.0,34.0,8.0,1.0
F,South East,Platinum,B,9.0,73.0,1.0,0.0
F,South East,Gold,A,8.0,50.0,1.0,0.0
F,Midlands,Gold,D,6.0,73.0,13.0,1.0
M,South East,Gold,B,6.0,57.0,1.0,0.0
F,North,Gold,E,5.0,61.0,6.549493629532832,0.0
F,North,Tin,B,10.0,58.0,10.0,1.0
M,South East,Gold,B,9.0,51.0,2.0,0.0
M,South East,Tin,D,8.0,46.0,8.0,0.0
F,South East,Platinum,C,15.0,60.0,12.0,0.0
M,South East,Gold,B,8.0,69.0,3.0,0.0
M,South West,Silver,B,9.0,63.0,8.0,0.0
M,Midlands,Gold,D,9.0,49.0,6.549493629532832,0.0
F,South East,Silver,F,5.0,35.0,4.0,1.0
F,Scottish,Tin,D,9.0,38.0,7.0,0.0
F,South West,Silver,C,8.0,58.0,8.0,1.0
M,Midlands,Silver,D,6.0,35.0,5.0,0.0
F,South East,Gold,B,11.0,55.0,7.0,0.0
F,South East,Tin,E,11.0,55.0,5.0,0.0
F,Midlands,Tin,F,8.0,36.0,5.0,1.0
F,North,Gold,B,4.0,79.0,2.0,0.0
F,South East,Gold,B,9.0,44.0,1.0,1.0
F,South East,Platinum,B,5.0,52.0,3.0,0.0
F,Scottish,Tin,C,12.0,50.0,5.0,0.0
F,North,Tin,A,11.0,62.0,8.0,0.0
F,Scottish,Tin,E,11.0,36.0,8.0,0.0
F,North,Gold,F,14.0,51.0,7.0,1.0
F,South East,Tin,D,8.0,35.0,5.0,1.0
F,Midlands,Tin,E,14.0,34.0,6.0,1.0
F,Midlands,Tin,B,8.0,41.0,5.0,1.0
M,Midlands,Platinum,D,10.0,52.0,3.0,0.0
F,South East,Silver,B,9.0,61.0,2.0,1.0
F,Midlands,Tin,A,12.0,34.0,7.0,0.0
F,North,Silver,F,5.0,72.0,8.0,0.0
F,South East,Tin,A,14.0,73.0,8.0,0.0
M,South East,Tin,D,8.0,58.0,7.0,0.0
M,South East,Tin,D,8.0,60.0,5.0,0.0
F,Midlands,Silver,C,5.0,50.0,9.0,0.0
F,South East,Tin,C,3.0,46.0,9.0,0.0
F,South East,Tin,B,4.0,34.0,7.0,0.0
F,North,Silver,C,12.0,75.0,11.0,0.0
M,South East,Tin,E,8.0,60.0,8.0,0.0
F,South East,Tin,C,8.0,50.0,9.0,0.0
M,North,Platinum,B,6.0,57.0,3.0,0.0
M,Scottish,Tin,D,17.0,38.0,18.0,1.0
F,South East,Silver,B,9.0,66.0,5.0,0.0
F,Midlands,Tin,F,11.0,47.0,8.0,1.0
F,Scottish,Silver,D,8.0,52.0,5.0,0.0
F,Midlands,Silver,E,13.0,63.0,4.0,0.0
F,North,Silver,E,6.0,71.0,6.549493629532832,0.0
F,North,Silver,E,14.0,38.0,9.0,0.0
F,Midlands,Silver,A,13.0,37.0,3.0,1.0
M,South East,Gold,B,7.0,66.0,2.0,0.0
M,Scottish,Gold,D,7.0,72.0,12.0,0.0
F,South East,Silver,C,7.0,48.0,8.0,0.0
F,Scottish,Silver,E,6.0,33.0,4.0,1.0
F,South East,Silver,B,7.0,70.0,1.0,1.0
F,North,Tin,B,12.0,55.0,7.0,1.0
F,Midlands,Tin,E,6.0,50.0,5.0,0.0
F,South East,Tin,B,6.0,43.0,8.0,0.0
F,South West,Tin,D,11.0,68.0,11.0,0.0
M,South East,Silver,C,8.0,67.0,2.0,0.0
F,South East,Platinum,D,6.0,63.0,3.0,0.0
F,Scottish,Tin,F,6.0,38.0,5.0,1.0
M,South East,Silver,D,4.0,49.0,3.0,0.0
F,South East,Silver,C,8.0,31.0,4.0,1.0
F,Midlands,Gold,D,8.0,61.0,15.0,0.0
F,South East,Gold,B,18.0,51.0,7.0,1.0
F,South East,Silver,E,6.0,39.0,8.0,0.0
F,Scottish,Gold,A,10.0,74.0,12.0,0.0
F,Scottish,Gold,B,12.0,38.0,2.0,1.0
M,South East,Tin,C,10.0,46.0,8.0,0.0
F,North,Silver,B,9.0,61.0,4.0,0.0
F,South East,Platinum,D,7.0,60.0,4.0,0.0
F,South East,Tin,B,9.0,55.0,9.0,1.0
F,South East,Silver,B,8.0,60.0,11.0,0.0
F,Midlands,Silver,A,6.0,36.0,2.0,1.0
F,South East,Silver,B,7.0,47.0,9.0,0.0
F,South East,Gold,C,8.0,79.0,4.0,0.0
F,Midlands,Tin,B,12.0,44.0,5.0,1.0
F,South East,Silver,B,4.0,22.0,2.0,1.0
M,South East,Tin,B,6.0,73.0,5.0,0.0
F,Scottish,Tin,F,9.0,28.0,4.0,1.0
M,South East,Gold,F,8.0,60.0,2.0,0.0
F,North,Silver,C,9.0,31.0,6.0,1.0
F,South East,Silver,F,13.0,21.0,1.0,1.0
F,South East,Silver,B,4.0,33.0,11.0,1.0
M,North,Tin,E,5.0,54.0,4.0,0.0
F,Midlands,Gold,B,6.0,60.0,12.0,0.0
F,Midlands,Silver,C,3.0,43.0,8.0,0.0
F,South East,Silver,B,8.0,63.0,8.0,0.0
F,South East,Silver,E,7.0,28.0,2.0,1.0
F,South East,Silver,D,7.0,53.0,1.0,0.0
F,South East,Silver,B,8.0,63.0,8.0,0.0
F,Midlands,Tin,C,12.0,34.0,7.0,1.0
F,Midlands,Tin,A,13.0,44.0,6.0,1.0
M,North,Gold,E,8.881476641620386,53.0,5.0,1.0
F,North,Gold,E,3.0,44.0,2.0,0.0
F,South East,Silver,E,16.0,33.0,7.0,1.0
F,South East,Gold,B,8.0,56.0,4.0,0.0
F,South East,Tin,F,8.0,36.0,8.0,1.0
F,Scottish,Gold,B,8.0,51.0,6.549493629532832,1.0
M,North,Tin,C,4.0,38.0,9.0,0.0
F,Scottish,Silver,D,8.0,49.0,10.0,0.0
F,South East,Tin,B,10.0,30.0,4.0,1.0
M,South East,Silver,C,9.0,76.0,11.0,0.0
F,Scottish,Silver,E,5.0,72.0,6.549493629532832,0.0
F,South East,Silver,F,8.0,57.0,9.0,1.0
F,South East,Platinum,B,16.0,49.0,11.0,0.0
M,North,Gold,D,7.0,51.0,7.0,0.0
F,Midlands,Silver,E,10.0,68.0,5.0,1.0
M,Midlands,Platinum,B,5.0,42.0,3.0,0.0
F,Scottish,Silver,A,12.0,77.0,19.0,1.0
M,North,Gold,B,7.0,58.0,5.0,0.0
M,South East,Platinum,D,9.0,72.0,3.0,0.0
M,South East,Silver,A,9.0,67.0,4.0,0.0
M,South West,Gold,B,7.0,63.0,8.0,0.0
F,Scottish,Silver,C,10.0,43.0,5.0,1.0
M,South East,Silver,B,8.0,52.0,7.0,0.0
M,South East,Tin,F,9.0,42.0,5.0,1.0
M,North,Gold,B,5.0,71.0,11.0,0.0
M,South East,Silver,F,3.0,30.0,7.0,0.0
F,Midlands,Gold,A,5.0,65.0,6.0,0.0
F,South East,Gold,A,7.0,78.0,7.0,0.0
M,Midlands,Silver,D,8.0,52.0,8.0,0.0
M,South East,Tin,B,13.0,31.0,5.0,1.0
F,Midlands,Tin,F,10.0,30.0,9.0,1.0
F,North,Gold,D,16.0,50.0,6.0,1.0
F,South East,Tin,C,10.0,65.0,9.0,0.0
F,Midlands,Gold,B,10.0,65.0,6.0,0.0
M,Midlands,Gold,B,11.0,77.0,2.0,0.0
F,North,Gold,F,8.0,60.0,12.0,0.0
M,North,Silver,A,3.0,66.0,1.0,0.0
F,South East,Silver,F,11.0,38.0,8.0,1.0
F,South East,Silver,C,7.0,67.0,2.0,0.0
F,South East,Silver,A,5.0,57.0,3.0,0.0
F,Midlands,Tin,F,9.0,32.0,4.0,0.0
F,North,Tin,A,11.0,67.0,5.0,0.0
F,North,Silver,B,9.0,64.0,7.0,0.0
F,North,Silver,C,7.0,41.0,3.0,0.0
M,Midlands,Gold,E,5.0,42.0,1.0,0.0
F,North,Tin,E,8.0,39.0,4.0,1.0
M,Midlands,Silver,F,6.0,75.0,6.0,0.0
M,Midlands,Silver,D,8.0,42.0,1.0,0.0
F,North,Gold,B,6.0,47.0,10.0,1.0
F,South East,Silver,A,8.0,44.0,6.0,1.0
F,South East,Silver,F,8.0,49.0,5.0,0.0
F,Midlands,Tin,F,9.0,28.0,4.0,1.0
F,Scottish,Gold,F,11.0,64.0,8.0,1.0
F,North,Tin,E,6.0,30.0,5.0,0.0
F,South East,Silver,D,9.0,55.0,5.0,0.0
M,South East,Tin,F,10.0,35.0,4.0,0.0
F,North,Tin,D,5.0,51.0,8.0,1.0
F,Midlands,Gold,A,11.0,39.0,5.0,1.0
M,South East,Gold,A,5.0,66.0,5.0,0.0
F,Midlands,Silver,D,9.0,48.0,10.0,0.0
M,North,Gold,B,3.0,61.0,7.0,0.0
F,South East,Silver,C,5.0,38.0,8.0,1.0
F,South East,Tin,F,16.0,41.0,5.0,1.0
F,South East,Tin,D,8.0,39.0,4.0,1.0
F,North,Tin,D,5.0,46.0,8.0,1.0
F,South East,Gold,C,7.0,66.0,4.0,0.0
F,Scottish,Gold,F,11.0,75.0,5.0,1.0
F,Midlands,Silver,F,14.0,48.0,11.0,0.0
F,North,Tin,E,4.0,50.0,5.0,0.0
M,Midlands,Platinum,B,7.0,68.0,2.0,0.0
M,Midlands,Tin,B,11.0,54.0,9.0,0.0
F,North,Tin,F,10.0,52.0,5.0,0.0
M,Midlands,Tin,E,6.0,35.0,4.0,0.0
F,Midlands,Tin,D,8.0,59.0,5.0,0.0
F,Midlands,Tin,C,13.0,60.0,17.0,0.0
F,South East,Gold,B,6.0,65.0,14.0,0.0
M,Midlands,Silver,D,10.0,57.0,5.0,0.0
F,South East,Platinum,D,8.0,77.0,6.0,0.0
F,North,Platinum,C,4.0,68.0,4.0,0.0
F,Midlands,Gold,C,11.0,66.0,9.0,0.0
M,Midlands,Tin,F,6.0,35.0,4.0,1.0
F,North,Silver,F,10.0,77.0,2.0,0.0
F,Midlands,Gold,F,7.0,64.0,8.0,0.0
F,North,Tin,D,14.0,31.0,5.0,1.0
M,Midlands,Tin,C,9.0,37.0,5.0,0.0
F,South East,Silver,C,13.0,44.0,1.0,1.0
F,South East,Silver,E,8.0,31.0,1.0,1.0
F,Midlands,Tin,D,9.0,58.0,7.0,0.0
F,South East,Silver,A,15.0,49.0,11.0,0.0
F,North,Silver,B,10.0,56.0,5.0,1.0
F,South East,Gold,D,15.0,22.0,2.0,1.0
F,North,Silver,E,13.0,66.0,1.0,1.0
F,South West,Tin,E,10.0,40.0,9.0,1.0
F,North,Tin,F,11.0,58.0,11.0,1.0
F,Scottish,Gold,C,9.0,63.0,3.0,1.0
F,North,Silver,F,10.0,49.0,4.0,0.0
F,South East,Tin,C,8.0,52.0,8.0,0.0
F,Midlands,Silver,C,9.0,71.0,14.0,1.0
M,South East,Silver,F,10.0,52.0,1.0,0.0
F,South East,Gold,B,3.0,65.0,6.0,0.0
F,Midlands,Tin,F,8.0,38.0,4.0,1.0
M,South East,Gold,E,10.0,65.0,6.0,0.0
M,North,Tin,F,7.0,62.0,5.0,0.0
M,Midlands,Silver,A,9.0,44.0,7.0,0.0
F,South East,Tin,D,9.0,33.0,4.0,1.0
F,North,Silver,C,15.0,65.0,7.0,1.0
F,Midlands,Gold,C,13.0,47.0,1.0,0.0
F,South East,Silver,F,7.0,53.0,3.0,0.0
F,Midlands,Silver,F,13.0,60.0,2.0,0.0
M,Midlands,Silver,B,10.0,49.0,11.0,0.0
F,North,Gold,E,12.0,58.0,7.0,0.0
M,Midlands,Silver,B,9.0,67.0,1.0,0.0
F,Midlands,Silver,B,10.0,44.0,4.0,1.0
F,South East,Tin,B,11.0,37.0,5.0,1.0
M,Midlands,Gold,D,9.0,73.0,2.0,0.0
F,Midlands,Tin,C,10.0,32.0,8.0,1.0
F,South East,Gold,D,13.0,42.0,5.0,1.0
F,Midlands,Gold,A,2.0,56.0,6.0,0.0
M,Midlands,Silver,F,7.0,59.0,6.0,0.0
M,Midlands,Gold,D,8.0,32.0,9.0,1.0
F,Scottish,Silver,C,6.0,48.0,9.0,0.0
F,Midlands,Silver,F,6.0,72.0,12.0,0.0
F,South East,Gold,D,6.0,43.0,1.0,0.0
M,Midlands,Silver,C,5.0,51.0,10.0,1.0
M,South East,Silver,C,9.0,66.0,8.0,0.0
F,North,Tin,F,9.0,51.0,5.0,0.0
M,Midlands,Gold,B,8.0,56.0,6.0,0.0
F,South East,Tin,C,5.0,49.0,9.0,0.0
F,Midlands,Silver,B,11.0,49.0,5.0,0.0
F,South East,Gold,C,13.0,69.0,4.0,1.0
F,South East,Silver,C,9.0,52.0,3.0,1.0
F,North,Gold,D,6.0,64.0,5.0,0.0
M,South West,Tin,B,6.0,50.0,8.0,0.0
F,South East,Tin,B,9.0,62.0,5.0,0.0
M,South East,Gold,B,12.0,68.0,0.0,0.0
F,North,Silver,C,7.0,53.0,5.0,0.0
M,South East,Tin,E,5.0,76.0,4.0,0.0
F,Midlands,Gold,D,10.0,40.0,14.0,1.0
F,South East,Gold,B,9.0,62.0,5.0,0.0
F,North,Silver,A,10.0,38.0,1.0,0.0
F,North,Tin,D,4.0,28.0,5.0,0.0
F,South East,Silver,C,13.0,28.0,1.0,1.0
M,South West,Silver,F,9.0,78.0,14.0,0.0
F,South East,Silver,C,8.0,64.0,3.0,0.0
M,Midlands,Gold,C,7.0,63.0,1.0,0.0
F,North,Gold,B,11.0,67.0,5.0,0.0
F,Midlands,Gold,E,12.0,72.0,8.0,1.0
F,North,Silver,F,12.0,58.0,11.0,0.0
M,North,Silver,C,5.0,58.0,10.0,0.0
F,Midlands,Gold,C,9.0,68.0,6.0,1.0
F,Midlands,Silver,D,11.0,56.0,8.0,0.0
M,Midlands,Tin,D,6.0,42.0,5.0,0.0
F,North,Silver,D,10.0,72.0,7.0,1.0
M,Midlands,Tin,F,6.0,35.0,8.0,1.0
F,South East,Gold,C,8.0,54.0,5.0,0.0
F,South East,Silver,F,15.0,52.0,8.0,1.0
M,Midlands,Silver,F,5.0,44.0,1.0,0.0
M,Midlands,Tin,D,9.0,46.0,5.0,0.0
M,North,Tin,F,14.0,38.0,4.0,1.0
F,Midlands,Silver,B,18.0,37.0,4.0,1.0
F,Scottish,Gold,C,8.0,78.0,12.0,1.0
F,Midlands,Platinum,F,10.0,75.0,1.0,0.0
M,South East,Tin,A,8.0,47.0,4.0,0.0
F,North,Gold,B,18.0,79.0,6.549493629532832,1.0
F,Midlands,Silver,D,13.0,45.0,4.0,1.0
F,South West,Silver,D,8.0,75.0,2.0,0.0
M,Midlands,Silver,B,12.0,51.0,11.0,0.0
F,Midlands,Gold,B,9.0,79.0,6.549493629532832,0.0
F,North,Silver,A,8.0,78.0,8.0,0.0
F,North,Tin,D,11.0,65.0,9.0,0.0
F,South West,Tin,C,6.0,28.0,5.0,1.0
F,Midlands,Platinum,D,6.0,66.0,4.0,0.0
M,Scottish,Gold,E,5.0,62.0,5.0,0.0
M,South East,Tin,D,14.0,44.0,5.0,1.0
